"title","vote_average","vote_count","budget","movie_id","genres_type","genres_id","original_language","popularity","release_date","revenue","runtime.mins.","ROI"
"Still Alice",75,1104,5000000,284293,"Drama",18,"en",35307577,"2014-12-05",43884652,99,777.69304
"Shaun of the Dead",75,2420,4000000,747,"Horror",27,"en",4912486,"2004-04-09",30039392,99,650.9848
"Night of the Living Dead",75,580,114000,10331,"Horror",27,"en",25666029,"1968-10-01",3e+07,96,26215.7894736842
"Boyhood",75,1971,4000000,85350,"Drama",18,"en",4340352,"2014-06-05",44349000,164,1008.725
"A Man for All Seasons",75,89,3900000,874,"Drama",18,"en",9541688,"1966-12-12",28350000,120,626.923076923077
"Rosemary's Baby",75,863,3200000,805,"Horror",27,"en",26180367,"1968-06-12",33395426,136,943.6070625
"Hud",75,66,2500000,24748,"Action",28,"en",682919,"1963-05-29",1e+07,112,300
"The Conversation",75,372,1600000,592,"Crime",80,"en",20810292,"1974-04-07",4420000,113,176.25
"Lock, Stock and Two Smoking Barrels",75,1648,1350000,100,"Comedy",35,"en",16032594,"1998-03-05",3897569,105,188.708814814815
"Rocky",75,1791,1000000,1366,"Drama",18,"en",7219808,"1976-11-21",117235147,119,11623.5147
"The Act of Killing",75,210,1000000,123678,"Documentary",99,"id",8887411,"2012-08-31",444575,115,-55.5425
"Eraserhead",75,485,10000,985,"Drama",18,"en",20399578,"1977-03-19",7e+06,89,69900
"Tangled",74,3330,260000000,38757,"Animation",16,"en",48681969,"2010-11-24",591794936,100,127.613436923077
"Harry Potter and the Half-Blood Prince",74,5293,250000000,767,"Adventure",12,"en",98885637,"2009-07-07",933959197,153,273.5836788
"The Avengers",74,11776,220000000,24428,"Science Fiction",878,"en",144448633,"2012-04-25",1519557910,143,590.708140909091
"Star Trek Into Darkness",74,4418,190000000,54138,"Action",28,"en",78291018,"2013-05-05",467365246,132,145.981708421053
"Iron Man",74,8776,140000000,1726,"Action",28,"en",120725053,"2008-04-30",585174222,126,317.981587142857
"Harry Potter and the Order of the Phoenix",74,5494,150000000,675,"Adventure",12,"en",78144395,"2007-06-28",938212738,138,525.475158666667
"Star Trek",74,4518,150000000,13475,"Science Fiction",878,"en",73616808,"2009-05-06",385680446,127,157.120297333333
"The Hunger Games: Catching Fire",74,6495,130000000,101299,"Adventure",12,"en",76310119,"2013-11-15",847423452,146,551.864193846154
"Harry Potter and the Chamber of Secrets",74,5815,100000000,672,"Adventure",12,"en",132397737,"2002-11-13",876688482,161,776.688482
"American Gangster",74,1502,100000000,4982,"Drama",18,"en",42361215,"2007-11-02",266465037,157,166.465037
"The Incredibles",74,5152,92000000,9806,"Action",28,"en",77817571,"2004-11-05",631442092,115,586.3501
"Fury",74,3946,68000000,228150,"War",10752,"en",139575085,"2014-10-15",211817906,135,211.496920588235
"Spirit: Stallion of the Cimarron",74,831,80000000,9023,"Western",37,"en",41670544,"2002-05-24",122563539,83,53.20442375
"Children of Men",74,2071,76000000,9693,"Drama",18,"en",35387874,"2006-09-22",69959751,109,-7.94769605263158
"Almost Famous",74,797,60000000,786,"Drama",18,"en",21547446,"2000-09-15",47383689,122,-21.027185
"Deadpool",74,10995,58000000,293660,"Action",28,"en",514569956,"2016-02-09",783112979,108,1250.19479137931
"American Sniper",74,4469,58800000,190859,"War",10752,"en",8753437,"2014-12-11",542307423,133,822.291535714286
"Anastasia",74,1432,53000000,9444,"Animation",16,"en",45565918,"1997-11-20",139804348,94,163.781788679245
"Moulin Rouge!",74,1300,52500000,824,"Drama",18,"en",57374341,"2001-03-09",179213434,127,241.358921904762
"Back to the Future Part II",74,3829,40000000,165,"Adventure",12,"en",43345252,"1989-11-20",3.32e+08,108,730
"Lone Survivor",74,1526,40000000,193756,"Action",28,"en",37084384,"2013-12-24",149295601,121,273.2390025
"Serenity",74,1264,39000000,16320,"Science Fiction",878,"en",45388937,"2005-08-25",38869464,119,-0.334707692307692
"Donnie Brasco",74,1147,35000000,9366,"Crime",80,"en",40370442,"1997-02-27",41954997,127,19.87142
"Remember the Titans",74,821,30000000,10637,"Drama",18,"en",25996219,"2000-09-29",136706683,113,355.688943333333
"Midnight in Paris",74,1990,30000000,59436,"Fantasy",14,"en",43753585,"2011-05-11",151119219,94,403.73073
"Blow",74,1317,53000000,4133,"Crime",80,"en",28350529,"2001-04-04",83282296,124,57.1364075471698
"Atonement",74,1049,30000000,4347,"Drama",18,"en",33369305,"2007-08-29",129266061,123,330.88687
"The Age of Adaline",74,1990,25000000,293863,"Fantasy",14,"en",82052056,"2015-04-16",65663276,112,162.653104
"Glory",74,383,18000000,9665,"War",10752,"en",16102271,"1989-12-15",26828365,122,49.0464722222222
"Aladdin",74,3416,28000000,812,"Animation",16,"en",92982009,"1992-11-25",504050219,90,1700.17935357143
"The Royal Tenenbaums",74,1286,21000000,9428,"Comedy",35,"en",2413081,"2001-10-05",71441250,110,240.196428571429
"Lucky Number Slevin",74,1323,27000000,186,"Drama",18,"en",36921445,"2006-02-24",56308881,110,108.551411111111
"Tombstone",74,626,25000000,11969,"Action",28,"en",30537845,"1993-12-25",56505065,130,126.02026
"The Last Emperor",74,355,23000000,746,"Drama",18,"en",21189028,"1987-10-21",43984230,163,91.2357826086956
"Gandhi",74,716,22000000,783,"Drama",18,"en",35227212,"1982-11-30",77737889,191,253.354040909091
"Sorcerer",74,98,22000000,38985,"Action",28,"en",9088209,"1977-06-24",1.2e+07,121,-45.4545454545455
"The Conjuring",74,3092,13000000,138843,"Horror",27,"en",49975409,"2013-07-18",318000141,112,2346.15493076923
"The French Connection",74,422,1800000,1051,"Action",28,"en",15978136,"1971-10-09",41158757,104,2186.59761111111
"Selma",74,817,20000000,273895,"History",36,"en",29023184,"2014-12-25",66787908,127,233.93954
"Birdman",74,4535,18000000,194662,"Drama",18,"en",89811154,"2014-08-27",103215094,119,473.417188888889
"My Fair Lady",74,352,17000000,11113,"Drama",18,"en",20786616,"1964-10-21",72070731,170,323.945476470588
"Halloween",74,1035,300000,948,"Horror",27,"en",30301307,"1978-10-25",7e+07,91,23233.3333333333
"The Verdict",74,131,16000000,24226,"Drama",18,"en",7980632,"1982-12-08",53977250,129,237.3578125
"Baby Boy",74,55,16000000,16161,"Crime",80,"en",7854989,"2001-06-27",29381649,130,83.63530625
"Hot Fuzz",74,2199,12000000,4638,"Crime",80,"en",38623178,"2007-02-14",80573774,121,571.448116666667
"Drive",74,3725,15000000,64690,"Drama",18,"en",49294864,"2011-08-06",78054825,100,420.3655
"Love & Basketball",74,88,20000000,14736,"Action",28,"en",2027393,"2000-04-21",27728118,124,38.64059
"In Bruges",74,1388,15000000,8321,"Comedy",35,"en",25329493,"2008-02-08",34533783,107,130.22522
"Groundhog Day",74,2301,14600000,137,"Romance",10749,"en",52744331,"1993-02-11",70906973,1010,385.664198630137
"The Diving Bell and the Butterfly",74,283,14000000,2013,"Drama",18,"fr",1365494,"2007-05-22",19777647,112,41.2689071428571
"Flipped",74,418,14000000,43949,"Romance",10749,"en",24210698,"2010-08-06",1755212,89,-87.4627714285714
"Philomena",74,579,12000000,205220,"Drama",18,"en",29019504,"2013-11-01",100129872,98,734.4156
"Nebraska",74,636,12000000,129670,"Drama",18,"en",29223881,"2013-09-21",17654912,115,47.1242666666667
"Doctor Zhivago",74,247,11000000,907,"Drama",18,"en",12854853,"1965-12-22",111858363,197,916.894209090909
"The Secret Life of Bees",74,158,11000000,12837,"Adventure",12,"en",7645979,"2008-09-17",38105395,114,246.412681818182
"Office Space",74,1050,10000000,1542,"Comedy",35,"en",18366362,"1999-02-19",12827813,89,28.27813
"Fiddler on the Roof",74,134,9000000,14811,"Drama",18,"en",7623979,"1971-11-03",83304330,181,825.603666666667
"The Sound of Music",74,941,8200000,15121,"Drama",18,"en",37960289,"1965-03-02",286214286,174,3390.41812195122
"Veer-Zaara",74,64,7000000,4251,"Drama",18,"hi",3721858,"2004-11-12",29385320,192,319.790285714286
"We Need to Talk About Kevin",74,677,7000000,71859,"Drama",18,"en",21276864,"2011-09-28",6038942,112,-13.7294
"Dazed and Confused",74,583,6900000,9571,"Comedy",35,"en",26181753,"1993-09-24",7993039,102,15.8411449275362
"Boyz n the Hood",74,364,6500000,650,"Crime",80,"en",17705671,"1991-07-12",57504069,112,784.677984615385
"Good bye, Lenin!",74,586,4800000,338,"Comedy",35,"de",11086001,"2003-02-09",79384880,121,1553.85166666667
"Butch Cassidy and the Sundance Kid",74,650,6000000,642,"History",36,"en",24499996,"1969-09-23",102308889,110,1605.14815
"Mary Poppins",74,1183,6000000,433,"Comedy",35,"en",59961523,"1964-08-27",102272727,139,1604.54545
"The Last King of Scotland",74,558,6000000,1523,"Drama",18,"en",26286954,"2006-09-01",48027970,121,700.466166666667
"High Plains Drifter",74,278,5500000,11901,"Western",37,"en",19127239,"1973-04-19",15700000,105,185.454545454545
"Billy Elliot",74,750,5000000,71,"Drama",18,"en",20428237,"2000-05-18",1.1e+08,110,2100
"Sling Blade",74,231,1000000,12498,"Drama",18,"en",14805264,"1996-08-30",24475416,135,2347.5416
"Midnight Cowboy",74,299,3600000,3116,"Drama",18,"en",21119209,"1969-05-25",44785053,113,1144.02925
"In Cold Blood",74,82,3500000,18900,"Crime",80,"en",7821438,"1967-12-14",13007551,134,271.644314285714
"The Nun's Story",74,46,3500000,27029,"Drama",18,"en",3281509,"1959-06-18",12800000,149,265.714285714286
"The Man Who Shot Liberty Valance",74,265,3200000,11697,"Western",37,"en",11735287,"1962-04-22",8e+06,123,150
"Before Midnight",74,568,3000000,132344,"Romance",10749,"en",23299907,"2013-04-05",11176469,108,272.548966666667
"Willy Wonka & the Chocolate Factory",74,798,3000000,252,"Family",10751,"en",23981601,"1971-06-29",4e+06,100,33.3333333333333
"Happiness",74,194,3000000,10683,"Comedy",35,"en",10757539,"1998-10-16",2807390,139,-6.42033333333333
"The Wizard of Oz",74,1642,2777000,630,"Adventure",12,"en",67417542,"1939-08-15",33754967,102,1115.51915736406
"This Is England",74,363,2380000,11798,"Drama",18,"en",8395624,"2006-09-12",8176544,101,243.552268907563
"The Lost Weekend",74,112,1250000,28580,"Drama",18,"en",6903314,"1945-11-25",1.1e+07,101,780
"Top Hat",74,59,609000,3080,"Comedy",35,"en",3898498,"1935-09-06",3202000,101,425.779967159277
"The Station Agent",74,210,500000,2056,"Drama",18,"en",11578545,"2003-01-26",8679814,88,1635.9628
"Intolerance",74,60,385907,3059,"Drama",18,"en",3232447,"1916-09-04",8394751,197,2075.33006657044
"Roger & Me",74,90,160000,1779,"Documentary",99,"en",3284903,"1989-09-01",6706368,91,4091.48
"Clerks",74,755,27000,2292,"Comedy",35,"en",19748658,"1994-09-13",3151130,92,11570.8518518519
"Cure",74,63,20000,36095,"Crime",80,"ja",212443,"1997-11-06",99000,111,395
"Avengers: Age of Ultron",73,6767,280000000,99861,"Action",28,"en",134279229,"2015-04-22",1405403694,141,401.929890714286
"Furious 7",73,4176,190000000,168259,"Action",28,"en",102322217,"2015-04-01",1506249360,137,692.762821052632
"The Great Gatsby",73,3769,105000000,64682,"Drama",18,"en",61196071,"2013-05-10",351040419,143,234.324208571429
"Dawn of the Planet of the Apes",73,4410,170000000,119450,"Science Fiction",878,"en",243791743,"2014-06-26",710644566,130,318.026215294118
"The Curious Case of Benjamin Button",73,3292,150000000,4922,"Fantasy",14,"en",60269279,"2008-11-24",333932083,166,122.621388666667
"Frozen",73,5295,150000000,109445,"Animation",16,"en",165125366,"2013-11-27",1274219009,102,749.479339333333
"The Last Samurai",73,1895,140000000,616,"Drama",18,"en",52341226,"2003-12-05",456758981,154,226.256415
"The Revenant",73,6396,135000000,281957,"Western",37,"en",100635882,"2015-12-25",532950503,156,294.77815037037
"The Bourne Ultimatum",73,2888,70000000,2503,"Action",28,"en",45381501,"2007-08-03",442824138,115,532.605911428571
"Gravity",73,5751,105000000,49047,"Science Fiction",878,"en",110153618,"2013-09-27",716392705,91,582.278766666667
"Casino Royale",73,3855,150000000,36557,"Adventure",12,"en",88935165,"2006-11-14",599045960,144,299.363973333333
"Blood Diamond",73,2281,100000000,1372,"Drama",18,"en",52792678,"2006-12-07",170877916,143,70.877916
"The Fifth Element",73,3885,90000000,18,"Adventure",12,"en",109528572,"1997-05-07",263920180,126,193.244644444444
"Toy Story 2",73,3806,90000000,863,"Animation",16,"en",73575118,"1999-10-30",497366869,92,452.629854444445
"Cinderella Man",73,616,88000000,921,"Romance",10749,"en",24100863,"2005-06-02",108539911,144,23.3408079545455
"Memoirs of a Geisha",73,652,85000000,1904,"Drama",18,"en",16595874,"2005-12-06",162242962,145,90.8740729411765
"Zodiac",73,2023,65000000,1949,"Crime",80,"en",51970905,"2007-03-02",84785914,157,30.4398676923077
"Road to Perdition",73,1077,80000000,4147,"Thriller",53,"en",49078546,"2002-07-12",181001478,117,126.2518475
"Now You See Me",73,5487,75000000,75656,"Thriller",53,"en",71124686,"2013-05-29",117698894,115,56.9318586666667
"The Insider",73,481,90000000,9008,"Drama",18,"en",26153669,"1999-10-28",60289912,157,-33.0112088888889
"Apollo 13",73,1599,52000000,568,"Drama",18,"en",68140214,"1995-06-30",355237933,140,583.149871153846
"Unbroken",73,1400,65000000,227306,"Drama",18,"en",43055253,"2014-12-25",163442937,137,151.450672307692
"The Bourne Identity",73,3583,60000000,2501,"Action",28,"en",86476817,"2002-06-14",214034224,119,256.723706666667
"Coraline",73,1386,60000000,14836,"Animation",16,"en",51146047,"2009-02-05",124596398,100,107.660663333333
"Man on Fire",73,1553,70000000,9509,"Action",28,"en",45299089,"2004-04-23",130293714,146,86.1338771428571
"Changeling",73,1131,55000000,3580,"Crime",80,"en",2750916,"2008-01-30",113020255,141,105.491372727273
"Lolita",73,395,2000000,802,"Drama",18,"en",23962109,"1962-06-13",9250000,153,362.5
"Shrek",73,4056,60000000,808,"Adventure",12,"en",67298732,"2001-05-16",484409218,90,707.348696666667
"Inside Man",73,1630,45000000,388,"Crime",80,"en",45220386,"2006-03-23",184376254,129,309.725008888889
"The Book of Life",73,755,50000000,228326,"Romance",10749,"en",34890999,"2014-10-01",97437106,95,94.874212
"The Life of David Gale",73,480,50000000,11615,"Drama",18,"en",22442241,"2003-02-21",38955598,130,-22.088804
"Training Day",73,1634,45000000,2034,"Action",28,"en",52081131,"2001-10-05",104876233,122,133.058295555556
"Coach Carter",73,496,30000000,7214,"Drama",18,"en",23234651,"2005-01-14",76669806,136,155.56602
"Sleepers",73,715,44000000,819,"Crime",80,"en",16245068,"1996-10-18",165615285,147,276.398375
"The Count of Monte Cristo",73,453,35000000,11362,"Action",28,"en",26595983,"2002-01-23",75395048,131,115.414422857143
"Apocalypto",73,1221,40000000,1579,"Action",28,"en",41570047,"2006-12-07",120175290,139,200.438225
"The Crow",73,953,15000000,9495,"Fantasy",14,"en",44690107,"1994-05-11",9.4e+07,102,526.666666666667
"Creed",73,1915,37000000,312221,"Drama",18,"en",57773583,"2015-11-25",173567581,133,369.10157027027
"Saving Mr. Banks",73,1226,35000000,140823,"Comedy",35,"en",31957947,"2013-11-16",112544580,125,221.555942857143
"The Longest Ride",73,1064,34000000,228205,"Drama",18,"en",41946523,"2015-04-09",63013281,128,85.3331794117647
"District 9",73,3382,30000000,17654,"Science Fiction",878,"en",6313678,"2009-08-05",210819611,112,602.732036666667
"Southpaw",73,2067,30000000,307081,"Action",28,"en",65364452,"2015-06-15",91709827,123,205.699423333333
"Walk the Line",73,718,28000000,69,"Drama",18,"en",35580032,"2005-09-13",186438883,136,565.853153571428
"The Big Short",73,2607,28000000,318846,"Comedy",35,"en",57518472,"2015-12-11",133346506,130,376.237521428571
"The Right Stuff",73,235,27000000,9549,"Drama",18,"en",17567332,"1983-10-20",21500000,193,-20.3703703703704
"O Brother, Where Art Thou?",73,1112,26000000,134,"Action",28,"en",39742009,"2000-08-30",71868327,106,176.416642307692
"The Bridges of Madison County",73,385,24000000,688,"Drama",18,"en",17606087,"1995-05-28",182016617,135,658.402570833333
"The Hundred-Foot Journey",73,508,22000000,228194,"Drama",18,"en",27898438,"2014-08-06",88880821,122,304.003731818182
"The Kite Runner",73,394,20000000,7979,"Drama",18,"en",10446722,"2007-10-14",73276047,128,266.380235
"Deconstructing Harry",73,187,20000000,2639,"Comedy",35,"en",11352693,"1997-08-26",10686841,96,-46.565795
"Adaptation.",73,638,19000000,2757,"Comedy",35,"en",26441669,"2002-12-06",32801173,114,72.6377526315789
"Predator",73,2093,18000000,106,"Science Fiction",878,"en",50009408,"1987-06-11",98235548,107,445.753044444444
"Blow Out",73,236,18000000,11644,"Drama",18,"en",13628601,"1981-07-24",1.2e+07,108,-33.3333333333333
"Ed Wood",73,630,18000000,522,"Comedy",35,"en",24548633,"1994-09-27",5887457,127,-67.2919055555556
"Pitch Perfect",73,2247,17000000,114150,"Comedy",35,"en",32746486,"2012-09-28",115350426,112,578.531917647059
"When Harry Met Sally...",73,950,16000000,639,"Comedy",35,"en",18430419,"1989-07-21",92823546,96,480.1471625
"The Artist",73,1049,15000000,74643,"Drama",18,"en",29943316,"2011-05-15",133432856,100,789.552373333333
"Match Point",73,1105,15000000,116,"Drama",18,"en",30669913,"2005-10-26",85306374,124,468.70916
"Black Swan",73,4430,13000000,44214,"Drama",18,"en",91285683,"2010-12-02",327803731,108,2421.56716153846
"10 Things I Hate About You",73,1701,16000000,4951,"Comedy",35,"en",54550275,"1999-03-30",53478166,97,234.2385375
"The Butterfly Effect",73,2060,13000000,1954,"Science Fiction",878,"en",73307513,"2004-01-22",96060858,113,638.929676923077
"Being John Malkovich",73,1101,13000000,492,"Fantasy",14,"en",27546914,"1999-09-30",22863596,112,75.8738153846154
"The Funeral",73,31,12500000,21612,"Crime",80,"en",2950618,"1996-01-26",1227324,99,-90.181408
"Star Trek II: The Wrath of Khan",73,675,12000000,154,"Action",28,"en",22434102,"1982-06-03",96800000,113,706.666666666667
"Jackie Brown",73,1514,12000000,184,"Comedy",35,"en",40631671,"1997-12-24",39673162,154,230.609683333333
"Patton",73,323,12000000,11202,"Drama",18,"en",21933822,"1970-01-25",89800000,172,648.333333333333
"Frida",73,383,12000000,1360,"Drama",18,"en",18422327,"2002-08-29",56298474,123,369.15395
"The Great Beauty",73,720,12400000,179144,"Comedy",35,"it",32523573,"2013-05-21",8371085,142,-32.49125
"My Cousin Vinny",73,384,11000000,10377,"Comedy",35,"en",19231507,"1992-03-13",64088552,120,482.6232
"If I Stay",73,1368,11000000,249164,"Drama",18,"en",31162838,"2014-08-21",78874843,106,617.044027272727
